# DATA=SAXS PRIOR=GAUSS    
4.50000000E-03  2.40320000E-03  6.19519030E-03
4.63059560E-03  8.67925769E-03  5.60059288E-03
4.76119110E-03  6.08310769E-03  5.21849592E-03
4.89178670E-03  1.21974500E-02  4.90718276E-03
5.02238220E-03  5.35146231E-03  4.30423659E-03
5.15297780E-03  4.52401731E-03  4.07006309E-03
5.28357340E-03  2.42448000E-03  3.80336777E-03
5.41416890E-03  8.75096846E-03  3.38597830E-03
5.54476450E-03  5.83499692E-03  3.28192769E-03
5.67536010E-03  2.33016923E-04  2.95861665E-03
5.80595560E-03  3.85721500E-03  2.80096521E-03
5.93655120E-03  4.22691538E-03  2.68705427E-03
6.06714670E-03  4.55778538E-03  2.41068252E-03
6.19774230E-03  5.57882846E-03  2.36190747E-03
6.32833790E-03  5.40623115E-03  2.20062387E-03
6.45893340E-03  4.82387692E-03  2.04464864E-03
6.58952900E-03  5.81989154E-03  1.98011200E-03
6.72012460E-03  7.13656538E-03  1.83362999E-03
6.85072010E-03  1.01042454E-02  1.77818538E-03
6.98131570E-03  1.31358962E-03  1.72855399E-03
7.11191120E-03  3.67224231E-03  1.59644920E-03
7.24250680E-03  4.28295885E-03  1.57972528E-03
7.37310240E-03  4.95968538E-03  1.51045815E-03
7.50369790E-03  4.18111538E-03  1.44830126E-03
7.63429350E-03  3.98000231E-03  1.44923540E-03
7.76488910E-03  7.89680538E-03  1.35602657E-03
7.89548460E-03  2.39948346E-03  1.34387030E-03
8.02608020E-03  5.90397192E-03  1.30024631E-03
8.15667570E-03  5.21885346E-03  1.22967350E-03
8.28727130E-03  5.51354885E-03  1.23062306E-03
8.41786690E-03  5.34071538E-03  1.17827953E-03
8.54846240E-03  5.62895346E-03  1.15825627E-03
8.67905800E-03  5.67997038E-03  1.13891041E-03
8.80965360E-03  3.98711038E-03  1.07120468E-03
8.94024910E-03  4.92765538E-03  1.08454508E-03
9.07084470E-03  6.83882577E-03  1.04707988E-03
9.20144020E-03  5.58833423E-03  1.00746733E-03
9.33203580E-03  3.31143269E-03  1.02134934E-03
9.46263140E-03  5.55731877E-03  9.62133539E-04
9.59322690E-03  5.27346608E-03  9.52310223E-04
9.72382250E-03  6.89220673E-03  9.44955470E-04
9.85441810E-03  5.61929038E-03  8.93757017E-04
9.98501360E-03  5.53317115E-03  8.99407309E-04
1.01156090E-02  4.60381023E-03  8.62860610E-04
1.02462050E-02  6.51795277E-03  8.40093790E-04
1.03768000E-02  4.81379531E-03  8.46271730E-04
1.05073960E-02  7.96311181E-03  7.97082358E-04
1.06379910E-02  6.88835465E-03  8.07877723E-04
1.07685870E-02  5.01148219E-03  7.86708538E-04
1.08991830E-02  5.93825573E-03  7.55990937E-04
1.10297780E-02  5.47523754E-03  7.56502347E-04
1.11603740E-02  6.62365642E-03  7.26633199E-04
1.12909690E-02  6.16915681E-03  7.07124094E-04
1.14215650E-02  5.91410281E-03  7.00564069E-04
1.15521600E-02  6.08205542E-03  6.69337326E-04
1.16827560E-02  6.21688523E-03  6.70876637E-04
1.18133510E-02  6.04302746E-03  6.59722669E-04
1.19439470E-02  7.11243546E-03  6.49557394E-04
1.20745430E-02  7.14777346E-03  6.57449216E-04
1.22051380E-02  5.74420704E-03  6.40547529E-04
1.23357340E-02  5.57948554E-03  6.40850248E-04
1.24663290E-02  6.01652208E-03  6.42724202E-04
1.25969250E-02  6.93963912E-03  6.19810968E-04
1.27275200E-02  6.48755792E-03  6.18246465E-04
1.28581160E-02  5.92099169E-03  6.00643193E-04
1.29887120E-02  6.75639196E-03  5.86849078E-04
1.31193070E-02  6.53558927E-03  5.83492296E-04
1.32499030E-02  7.09617423E-03  5.63739258E-04
1.33804980E-02  6.48955985E-03  5.57860583E-04
1.35110940E-02  6.68446081E-03  5.52404674E-04
1.36416890E-02  5.61194315E-03  5.37683405E-04
1.37722850E-02  5.90816812E-03  5.36552299E-04
1.39028800E-02  6.83803842E-03  5.29596616E-04
1.40334760E-02  6.40507685E-03  5.24967323E-04
1.41640720E-02  6.13187665E-03  5.21436341E-04
1.42946670E-02  5.46412946E-03  5.10477524E-04
1.44252630E-02  6.27590792E-03  5.14576405E-04
1.45558580E-02  6.82682450E-03  5.07308907E-04
1.46864540E-02  5.98202377E-03  4.96641687E-04
1.48170490E-02  5.62369885E-03  4.99950355E-04
1.49476450E-02  5.32296415E-03  4.87865318E-04
1.50782410E-02  6.25060212E-03  4.88912108E-04
1.52088360E-02  5.33698312E-03  4.85194725E-04
1.53394320E-02  5.50223285E-03  4.77150308E-04
1.54700270E-02  6.71957765E-03  4.79626505E-04
1.56006230E-02  5.74618642E-03  4.75921052E-04
1.57312180E-02  6.43364627E-03  4.67127593E-04
1.58618140E-02  6.62306450E-03  4.67262187E-04
1.59924090E-02  6.07829258E-03  4.60392244E-04
1.61230050E-02  6.92502100E-03  4.62596322E-04
1.62536010E-02  5.90423269E-03  4.58616846E-04
1.63841960E-02  6.55816254E-03  4.47257290E-04
1.65147920E-02  5.84710588E-03  4.51107369E-04
1.66453870E-02  7.03138615E-03  4.47816496E-04
1.67759830E-02  6.26406238E-03  4.43235092E-04
1.69065780E-02  6.08782635E-03  4.43096410E-04
1.70371740E-02  7.19993819E-03  4.37228778E-04
1.71677700E-02  5.96490154E-03  4.38336192E-04
1.72983650E-02  6.21462004E-03  4.36704426E-04
1.74289610E-02  5.78208362E-03  4.28444955E-04
1.75595560E-02  6.37012673E-03  4.30997430E-04
1.76901520E-02  6.75214231E-03  4.25481372E-04
1.78207470E-02  5.87873981E-03  4.23954242E-04
1.79513430E-02  6.05271458E-03  4.25336404E-04
1.80819380E-02  6.19510735E-03  4.14584794E-04
1.82125340E-02  6.04555112E-03  4.21151152E-04
1.83431300E-02  6.43952335E-03  4.18190089E-04
1.84737250E-02  6.46249315E-03  4.10373974E-04
1.86043210E-02  6.25764350E-03  4.16356454E-04
1.87349160E-02  6.76948892E-03  4.08579764E-04
1.88655120E-02  6.21490058E-03  4.08081793E-04
1.89961070E-02  5.91125273E-03  4.10979059E-04
1.91267030E-02  6.44956919E-03  3.99306443E-04
1.92572990E-02  5.72483154E-03  4.03803065E-04
1.93878940E-02  6.71931973E-03  4.02513436E-04
1.95184900E-02  6.23450712E-03  3.93844626E-04
1.96490850E-02  6.60912612E-03  3.99227753E-04
1.97796810E-02  6.39118962E-03  3.92438670E-04
1.99102760E-02  5.96643846E-03  3.94241802E-04
2.00408720E-02  6.84889981E-03  3.94816471E-04
2.01714670E-02  6.16161108E-03  3.87084594E-04
2.03020630E-02  6.34993092E-03  3.91892220E-04
2.04326590E-02  6.86765546E-03  3.88838344E-04
2.05632540E-02  6.26260115E-03  3.83309049E-04
2.06938500E-02  6.33766188E-03  3.87882925E-04
2.08244450E-02  6.45100296E-03  3.79924826E-04
2.09550410E-02  5.85185954E-03  3.80660599E-04
2.10856360E-02  6.62885473E-03  3.84164123E-04
2.12162320E-02  6.47851369E-03  3.74895626E-04
2.13468280E-02  6.03795388E-03  3.77617355E-04
2.14774230E-02  6.27392146E-03  3.74124340E-04
2.16080190E-02  6.80791042E-03  3.72727149E-04
2.17386140E-02  6.25201635E-03  3.77343363E-04
2.18692100E-02  5.99228715E-03  3.68216924E-04
2.19998050E-02  6.39844565E-03  3.70083487E-04
2.21304010E-02  5.91834823E-03  3.69521880E-04
